Name;TP;TN;FP;FN;TPR;FPR;Precision;Recall;F1;EvaluationTimePerWindowMS;ValueShift;
S2HoG(RGB);3820;99;3720;0;1.000000;0.974077;0.506631;1.000000;0.672535;1.115329;9.600000;
S2HoG(RGB);3820;90;3729;0;1.000000;0.976434;0.506027;1.000000;0.672003;1.114675;9.800000;
Corner(RGB);0;3819;0;3820;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);0.513549;-10.000000;
Corner(RGB);0;3819;0;3820;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);0.511585;-9.800000;
Corner(RGB);0;3819;0;3820;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);0.510014;-9.600000;
Corner(RGB);0;3819;0;3820;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);0.510014;-9.400000;
Corner(RGB);0;3819;0;3820;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);0.509883;-9.200000;
Corner(RGB);0;3819;0;3820;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);0.509883;-9.000000;
Corner(RGB);0;3819;0;3820;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);0.510407;-8.800000;
Corner(RGB);0;3819;0;3820;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);0.509360;-8.600000;
Corner(RGB);0;3819;0;3820;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);0.508967;-8.400000;
Corner(RGB);0;3819;0;3820;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);0.510276;-8.200000;
Corner(RGB);0;3819;0;3820;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);0.509753;-8.000000;
Corner(RGB);0;3819;0;3820;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);0.510276;-7.800000;
Corner(RGB);0;3819;0;3820;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);0.509883;-7.600000;
Corner(RGB);0;3819;0;3820;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);0.510407;-7.400000;
Corner(RGB);0;3819;0;3820;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);0.510407;-7.200000;
Corner(RGB);0;3819;0;3820;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);0.510931;-7.000000;
